Localidade,IBGE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Santa Cruz de Monte Castelo,4123303,26315,27613,33490,44485,51765,55232,59744,64095,78070,87053,99721,105086,122387
Barracão,4301800,27633,34155,38704,61586,44849,40421,63568,83817,102501,99557,118143,125671,122419
Icém,3519808,37576,43826,55626,52970,69662,62423,103887,87042,91806,90222,114486,120321,122485
Trajano de Moraes,3305901,37425,45272,46455,51893,57268,57750,61395,69136,94258,79944,91565,111121,122486
São João dos Patos,2111102,27638,32152,34078,41620,46342,51509,61125,65823,75445,89232,101887,110601,122520
São João Evangelista,3162807,30841,32794,39355,43901,46931,57379,58470,68161,74535,82351,91732,101300,122536
Governador Nunes Freire,2104677,20564,24244,28664,37493,43022,50804,48931,52078,71399,82950,106080,115098,122617
Laurentino,4209508,35118,39325,44260,59478,68550,76987,88567,102884,131874,140195,111691,117778,122638
Maracanã,1504307,29268,34814,38609,44842,51054,57936,67360,77451,85455,94677,106257,117311,122694
Capitólio,3112802,33428,37284,38699,44824,56053,59529,64931,60886,76865,82201,99862,119213,122783
Urânia,3555802,37699,46883,45681,54350,53647,60680,65644,73329,79504,87502,112476,126538,122893
São Domingos do Azeitão,2110658,22183,22793,29460,37674,37707,37016,31574,26233,57053,70844,60234,70836,123061
Brejões,2904308,38157,37605,50681,62169,63182,86285,67576,75970,86459,93312,92815,113061,123091
Barra do Quaraí,4301875,37052,47261,55821,69507,84717,61884,78906,63634,98352,108405,134311,101362,123326
Mercedes,4115853,30454,30398,39684,59186,55243,56519,57520,68957,84404,76370,90255,101525,123513
Orobó,2609709,32427,43955,43788,47914,51192,61201,69921,71913,81005,92366,102405,111683,123574
Monção,2106904,31439,37012,42626,46193,51652,57260,67270,75511,101692,94121,110235,119910,123637
Igaratinga,3130200,32848,33967,38924,45547,44942,52907,59156,64006,63471,68231,86587,106591,123714
Jucurutu,2406106,28392,33293,44418,46737,52464,60002,68811,83712,80882,93804,104167,112547,123729
Santa Isabel do Ivaí,4123709,29632,30697,42317,53849,61387,62129,63380,73933,85695,90510,105888,106055,124072
Aracoiaba,2301208,34628,40203,48526,53939,56029,59313,70239,69704,87487,95631,105363,129880,124081
Guarantã,3518107,22755,29510,41873,50647,56680,69250,81915,75952,101700,126657,152325,159956,124397
Mocajuba,1504604,33739,42663,46378,45616,44944,51494,53469,61662,64389,78251,94380,100688,124501
São Bento do Sapucaí,3548609,34444,37833,44052,49140,50354,55286,60995,71872,75860,91424,106217,113120,124506
Aragarças,5201702,30440,33237,38180,43054,50818,55506,61859,70537,80209,88667,102342,115055,124550
Cândido Sales,2906709,34236,39325,58670,82331,106012,93443,89582,93102,91431,94434,108676,124655,124610
Ipê,4310439,28570,35834,43283,60607,60796,61593,74114,82789,86371,94751,118090,116879,124672
Santa Rita de Caldas,3159209,33748,36407,51643,54723,49493,62378,73004,79727,95605,102826,119641,121666,124809
Aceguá,4300034,0,38372,46841,60463,79678,72228,67310,76588,87540,115741,133774,128572,124861
Tupanatinga,2615805,24621,27426,30599,35172,40226,48097,54788,64873,77177,87066,110213,120015,124862
Itapuã do Oeste,1101104,24415,30412,37828,45114,50573,54961,69198,71646,80282,84789,94129,122260,124869
Cocalinho,5103106,26944,27530,37187,50246,66298,61992,60353,66982,81735,93315,101833,119299,124884
Urucará,1304302,30791,32139,44738,50258,53408,58136,76587,74149,65843,69522,113282,130445,124928
Vera Cruz,3556602,52831,46990,63712,55621,72845,71876,82104,76238,92952,95471,115548,110749,124943
Abadia dos Dourados,3100104,22667,23799,27686,32798,36863,42646,46873,56942,70455,72250,78736,94137,124974
Itaquitinga,2607802,25562,28659,33585,37620,37755,40742,50888,51964,59005,72441,94895,118256,125024
Milagres,2308302,41117,38183,48230,59818,57295,58813,65631,69329,87618,103905,115652,130645,125140
Princesa Isabel,2512309,28003,33455,36714,43163,46714,50904,61826,64875,75988,85004,93514,110408,125162
Castanheira,5102850,26368,28576,38693,42641,59744,59155,61309,68299,83024,95467,109346,111688,125164
Santa Rita de Cássia,2928406,27207,31986,59662,58007,72822,62326,63838,70533,80996,92164,108967,115669,125170
Ascurra,4201703,46534,36766,48053,54487,57848,64893,70116,75215,78916,90060,103204,111727,125356
Morro Reuter,4312476,35980,40033,44404,54894,60208,59934,58669,65163,67332,75979,90797,101381,125366
Cajobi,3509304,42011,64228,71527,91909,74576,75385,87668,101211,100711,114098,117135,132191,125419
Fernando Prestes,3515608,34522,58407,58709,59358,63460,64027,96136,82185,82276,92881,106810,122444,125537
Conceição dos Ouros,3117801,44875,44258,49225,54143,69121,74496,81489,88656,99821,101804,129103,142846,125542
Ibirataia,2912905,35047,41981,51572,57398,72408,71381,88167,85945,95841,105591,120129,120484,125562
Rio Novo do Sul,3204401,38211,36953,40069,47537,57499,71075,78807,80825,84436,87120,100685,108774,125643
Ibicaraí,2912103,34205,40182,48841,54232,56275,65865,73726,78908,82784,101840,114043,118942,125787
Augustinópolis,1702554,18835,27513,31540,39969,43667,50785,60097,64918,79280,87349,101769,113225,125942
Anaurilândia,5000807,37347,46988,50467,59033,64511,68670,73790,79797,94983,106124,116063,124480,126021
João Lisboa,2105500,29752,33768,35865,47096,53668,63027,68117,70517,81745,89922,98776,111543,126035
Araçagi,2500809,32860,48643,47509,56166,66011,74298,82226,81971,94903,100314,106532,111432,126040
São Tomás de Aquino,3165107,36138,33603,42109,38975,60380,53794,75700,62493,85774,73873,104832,106911,126133
Nova Alvorada,4312757,19463,30167,33555,45421,47164,44263,51638,63880,67455,76818,87041,110221,126138
Santo Antônio do Jardim,3548104,32493,37570,41823,46669,55855,51778,57526,70037,69240,78246,102777,123521,126205
Glória de Dourados,5004007,32278,36839,40386,48759,58711,61176,76866,74818,82258,93593,99290,113902,126230
Salto do Itararé,4122909,14269,17889,18078,21057,25643,24121,30064,30972,38218,36816,103922,101849,126242
Sabinópolis,3156809,34069,37058,42458,50149,54268,57995,60507,68039,81562,88297,105267,105364,126250
Uauá,2932002,31189,36654,44745,52026,59439,64604,70874,80155,86858,95713,110548,118643,126295
Varjota,2313955,22942,25268,30831,39443,44978,46270,57438,58556,69939,76740,97044,128732,126333
São João,2613206,24294,32280,36509,46619,52462,51519,61850,74032,73697,95544,103768,113840,126364
Peçanha,3148608,34305,33304,42718,57278,49657,57454,63350,72807,87699,100873,117441,127826,126377
Chã Grande,2604502,29358,33064,36960,43019,49865,58305,64307,72449,81479,94488,109621,119273,126392
Morada Nova de Minas,3143500,28413,30571,32939,41823,42974,52999,60632,65820,76238,77521,83811,89343,126415
Sanharó,2612406,30011,31299,35148,39107,42415,50271,55808,64863,71515,83536,104645,114557,126444
Descanso,4204905,49430,56264,64404,80247,85236,88978,85613,101047,129199,135437,122066,139031,126604
Novo Horizonte do Oeste,1100502,38449,42814,57987,74786,77633,85616,79405,85963,105427,113300,119113,124715,126715
Tuneiras do Oeste,4127908,29506,31699,37944,56470,63462,54381,62259,74499,76810,85457,99259,102073,126761
Lindolfo Collor,4311627,46994,59609,68293,74604,92218,80617,85159,81862,107701,107793,118296,108723,126913
Limoeiro do Ajuru,1504000,30264,37254,43600,35579,37110,43563,49220,55547,63310,78205,94581,104948,126932
Pedralva,3149101,46043,43131,49221,54419,54072,63620,63763,66357,81666,80983,96184,119480,126967
Mariópolis,4115309,36276,34731,43714,59911,70702,60862,65366,82841,95634,99036,105232,117832,127000
Quipapá,2611507,30932,33310,40124,43130,44229,50811,56635,62132,74142,99369,130668,121462,127096
Imaruí,4207205,38758,48578,56273,72092,85072,82241,86915,97901,109107,128563,132208,130336,127131
São Miguel,2412500,33234,37170,45492,44933,50363,56372,65721,77715,85683,99903,111984,119733,127214
Ouro Verde,3534807,24157,26678,32549,39150,42491,49183,55365,63275,64581,72578,95097,101062,127365
São Domingos do Norte,3204658,27985,27191,31956,35114,43631,51219,82135,106440,90589,89198,94085,117854,127381
Ilha Comprida,3520426,35169,40739,46293,53336,57399,68828,77063,81283,87398,97182,104939,109499,127394
Viçosa,2709400,38811,42580,47055,54610,57515,64572,71939,76008,86578,95712,102739,119099,127419
Novo Aripuanã,1303304,38842,37930,66696,74352,79571,57043,74276,70197,77642,85714,105012,127898,127434
Mutuípe,2922409,31773,37239,45475,49304,51624,57970,63363,73172,82674,97619,115400,122206,127441
Campos Sales,2302701,34474,40656,46240,50156,57099,60869,69504,72011,88908,98470,115336,128871,127470
Barros Cassal,4302006,39077,50345,58738,74722,77513,70088,87713,89025,99136,113026,117751,137278,127497
Amaraji,2600906,39981,44035,48419,52849,56629,62003,72070,71322,78901,91986,113219,123181,127522
Pratápolis,3152907,32059,32775,37572,46933,52455,54998,55356,88642,98687,98495,122214,132249,127596
São Roque de Minas,3164308,26659,27602,33833,43625,55923,57407,61651,68742,88923,101871,116467,142378,127650
Independência,2305605,37581,40192,45983,55288,60230,62745,73531,75693,99007,106142,120416,145221,127662
Andrelândia,3102803,33678,36388,41262,57659,61674,65449,61775,72443,87577,91428,104087,115253,127669
Araguaçu,1702000,34066,41798,46778,68201,71069,70223,76005,84306,97297,106998,117701,117742,127770
Panelas,2610202,31692,36261,39464,45153,48514,55007,62320,68302,80349,89793,100749,113434,127826
Canhotinho,2603702,35802,38922,44460,49761,53121,60719,66318,76496,84938,93383,106353,117874,127865
Tanhaçu,2931004,28013,30591,34729,42827,41247,51551,52768,58506,63289,81198,93692,107680,127885
Carinhanha,2907103,27685,32973,40240,44866,48618,58482,65336,75859,85505,96814,106456,114027,127922
Faxinal do Soturno,4308003,38559,41104,50680,59849,62894,63249,71625,78021,82750,94834,124107,183073,127932
Piçarra,1505635,37806,48061,57642,69821,65146,65842,67233,68657,74048,76980,93554,105028,128020
São Domingos do Capim,1507201,25302,30225,34473,42011,46576,49799,60206,82226,67451,85414,104397,116639,128043
Parambu,2310308,39152,44551,54219,63221,59249,72030,87926,77591,108343,103984,120497,132301,128353
Itariri,3523305,40586,46548,61858,61016,58818,66080,67496,74472,84835,94276,105086,113549,128471
Grossos,2404408,45878,49363,53314,56101,70101,80754,99211,97015,114436,92109,119501,162760,128554
Santa Rita,2110203,20923,23776,25288,32360,34926,39934,64119,72644,85669,99878,106330,116921,128562
Conde,2908606,51741,45741,90908,54134,52002,66978,64871,69169,87680,89233,104634,117349,128634
Doverlândia,5207253,31259,33289,49175,66884,96718,75494,70595,80484,96211,100738,114388,119067,128809
Manaquiri,1302553,17638,22340,29772,30895,34038,46528,59372,65428,71340,83035,124356,127122,128834
Santa Maria do Pará,1506609,27880,30067,41429,43955,52557,50488,61100,78122,90147,100015,107499,120158,128971
Cosmorama,3512902,32978,43145,44926,50847,55535,62700,68878,80035,80635,86792,113207,125534,129011
Tacuru,5007950,25450,30396,34463,44435,57227,60001,59781,73362,88690,94796,107139,118341,129215
Rinópolis,3543808,35738,41394,53850,56485,62181,65835,70332,75783,76652,90299,101020,118213,129270
Bonfinópolis de Minas,3108206,31206,27892,39473,64527,60777,69275,56573,66861,96303,98971,94578,116774,129318
Adrianópolis,4100202,14265,15539,18480,24101,25132,27050,29901,64620,57820,67625,84690,101506,129515
Oeiras do Pará,1505205,33332,47908,45219,45092,44026,52231,57458,66116,73365,89643,112831,122672,129520
Monte Alegre,2407807,26303,31231,37861,41083,48485,55206,62452,73126,81272,94066,106517,117783,129522
Arari,2101004,29489,33137,36054,41611,48360,49643,57007,63617,88882,92763,109013,129243,129552
Coqueiral,3118700,37633,46399,50944,57237,68663,68417,76588,67998,80654,90759,105899,128075,129664
Alagoa Nova,2500403,30194,39622,46256,67036,61602,78536,93911,96205,111150,123889,113892,127601,129788
Barra da Estiva,2902807,44774,47723,42871,69419,82835,98476,90340,96553,104888,128000,126784,162708,130038
Areia Branca,2800506,29445,33550,42680,53324,53621,64522,70023,70983,81976,88716,93358,100845,130048
Borrazópolis,4103305,36500,41813,52527,63697,73914,60680,69510,81626,96284,93371,97728,111275,130048
Japurá,4112405,35427,38823,43073,61367,64080,60777,64653,74423,72668,75618,89648,110790,130120
São João do Triunfo,4125100,29131,31246,39031,60689,70323,72600,86212,94717,107156,95409,125561,118923,130253
Manga,3139300,36666,40289,47876,58460,64536,78631,81496,87795,100213,124072,117257,116467,130333
Raposa,2109452,26927,32607,41125,47655,53888,56198,67109,67943,98810,100997,107936,121044,130498
Lontras,4209904,36722,41822,47876,58101,56873,61252,71234,82080,101956,111379,137649,146237,130645
Sambaíba,2109700,28378,26362,32036,44531,54578,66388,32210,34438,107857,100542,90303,92557,130673
Itaparica,2916104,34343,36496,74124,53206,57940,67722,74154,80706,88178,103528,115263,120587,130683
Bossoroca,4302501,39034,58666,61072,104398,70527,64171,75434,108213,120461,122566,141250,152531,130765
Mirador,2106706,22843,30150,35926,35030,45773,50660,60951,65135,86128,97089,120810,131062,130790
Arraias,1702406,26133,34828,38791,48510,53606,61229,71474,74605,93436,139800,146467,129036,130823
Itarumã,5211305,30408,34871,48747,61017,63970,61829,62408,68843,81196,85060,114580,116381,130863
Espírito Santo do Turvo,3515194,16430,19094,19130,47583,63661,58634,66163,69855,93384,99086,107668,97303,130998
Santa Maria Madalena,3304607,48995,56130,56679,60391,68891,67831,72638,82660,100984,108788,124232,129619,131003
Paranaiguara,5216304,26437,29171,34965,41696,44221,46632,50095,54234,75161,88313,93375,119747,131100
Presidente Tancredo Neves,2925758,22572,28808,34948,41318,45502,56115,60189,74940,91983,98099,112825,118542,131201
Inajá,2607000,16606,18754,22640,26440,32325,41536,47859,52468,57318,67366,90861,99574,131372
Piratuba,4213104,37230,51526,54051,83264,109021,81751,71411,68358,72618,71321,82470,103835,131486
Gameleira,2605905,33820,36887,40895,45433,55210,67696,72468,77231,86542,103286,115950,128785,131490
Aurora do Pará,1500958,33010,42193,50325,56675,57242,68389,63499,69834,77742,86158,126661,115991,131584
Itambé,2915809,41325,54249,58204,62363,67083,80073,87432,96755,106594,125133,118420,123852,131589
Erval Seco,4307302,35533,42822,43828,83236,56831,52723,65655,84565,91228,93281,120449,135979,131605
Braço do Trombudo,4202859,30279,35928,38311,48512,62398,69794,71566,81984,110284,84506,128836,153063,131614
Sete Quedas,5007703,29295,32957,40724,51365,60862,54190,67961,73098,85899,83238,105334,115430,131640
Itapeva,3133600,29582,35937,50886,62221,65608,73690,71594,72922,88639,97411,119913,113902,131804
Ribeirão do Pinhal,4121901,36013,37559,45900,60611,71337,66315,61681,79156,90693,89117,103801,116350,131806
Parnamirim,2610400,30318,33502,38408,39083,42300,53467,57951,67285,74550,90382,103740,117995,131817
Cândido Godói,4304309,35606,43623,49670,68248,61269,57826,72525,87328,90791,96303,113031,129195,131821
Itacaré,2914901,22665,25434,36920,38586,42342,51900,62440,74369,83213,102771,113518,121121,131833
Capela de Santana,4304689,42416,46448,52409,65404,69313,69445,72062,77461,80808,90752,106471,106222,131851
Fazenda Vilanova,4308078,18840,16076,71921,41792,58531,65449,66906,88939,96050,153319,148789,128643,131880
Lobato,4113601,52479,57049,63436,79303,83938,84987,97682,98927,98691,131719,123215,126856,131908
Poção de Pedras,2108900,31973,35046,38941,42968,50730,65656,76702,89435,109110,94886,144161,179244,131943
Iporã do Oeste,4207650,41363,47114,55658,71896,75240,80665,74686,90124,117837,123014,124258,150348,132019
Malacacheta,3139201,30324,32686,40334,46253,48441,55954,66439,70086,81244,88593,102977,115743,132045
Belém de São Francisco,2601607,35570,49982,50005,49043,58451,63658,65903,78251,102064,99328,104730,112454,132064
Monte Alegre do Sul,3531209,47713,58983,67462,57000,61575,62034,60430,83597,69210,93059,129325,136438,132206
São Vicente do Sul,4319802,37337,46358,52132,62752,69823,65450,69696,84299,95678,109727,122268,129081,132347
Abre Campo,3100302,53632,48282,52332,53026,62046,74178,73182,75057,86400,95063,106466,136442,132355
Rio Acima,3154804,29406,40479,48702,58780,48949,48605,66992,60399,74695,70088,108310,142173,132416
Baixa Grande do Ribeiro,2201150,25006,18054,17388,33628,54779,70613,47736,61749,131614,187572,97907,172684,132460
Rialma,5218607,42227,39487,55049,64554,61633,79406,90972,102882,102730,119389,169818,131110,132510
Coronel Bicaco,4305900,49772,57154,55704,99719,83350,51933,87961,108686,101532,118047,146524,157097,132575
Alto Alegre do Pindaré,2100477,33319,39585,62212,75505,83832,88000,104362,110117,133891,117928,124208,139925,132705
Buriti,2102200,30074,34165,41284,45098,63535,62652,72547,79136,132386,100077,96626,144981,132726
Vera Cruz do Oeste,4128559,38889,43072,53913,80870,77559,73704,68516,88886,108134,98200,110340,122152,132746
Florestópolis,4108007,37984,41468,47236,59821,68328,59761,70818,74290,69605,84339,123644,125283,132760
Areia,2501104,47754,51578,53730,62681,64182,65652,77029,85052,94561,104714,117172,129217,132763
